학교명,도로명우편번호,도로명주소,도로명상세주소,좌표X,좌표Y
서울홍은초등학교,3617,서울특별시 서대문구 세검정로 105,/ 홍제동/서울홍은초등학교 (홍제동),126.949457988833,37.5975402724558
서울홍연초등학교,3657,서울특별시 서대문구 백련사길 55,/ 서울홍연초등학교 (홍은동),126.93066044978,37.582118713581
서울한서초등학교,4123,서울특별시 마포구 대흥로24바길 27,/ 서울한서초 (염리동),126.949778833645,37.5536478329572
서울창천초등학교,4102,서울특별시 마포구 백범로1길 56,/ 서울창천초등학교 (노고산동),126.939295148137,37.5549178201995
서울창서초등학교,3787,서울특별시 서대문구 연세로5나길 30-3,(창천동/ 서울창서초등학교),126.933480871339,37.5581430512569
서울진관초등학교,3303,서울특별시 은평구 진관4로 78-16,(진관동/진관초등학교),126.929052478211,37.6454198616021
서울증산초등학교,3493,서울특별시 은평구 증산서길 61,(증산동),126.904276446505,37.5825652695002
서울중동초등학교,3949,서울특별시 마포구 월드컵북로 152,(성산동),126.911780404952,37.5664458381853
서울인왕초등학교,3629,서울특별시 서대문구 세무서길 33-9,(홍제동/서울인왕초등학교),126.944804483066,37.5902198832433
서울응암초등학교,3470,서울특별시 은평구 가좌로6길 20,/ 서울응암초등학교 (응암동),126.921616096958,37.5887531914177
서울은평초등학교,3382,서울특별시 은평구 은평로 239,(녹번동),126.934033612153,37.6023040358796
서울은진초등학교,3311,서울특별시 은평구 진관1로 21-20,/ 은진초등학교 (진관동),126.920996007067,37.6330440427703
서울은명초등학교,3453,서울특별시 은평구 은평로4길 21-9,/ 서울은명초등학교 (응암동),126.918275747068,37.5976791222992
서울용강초등학교,4136,서울특별시 마포구 백범로17길 9,(대흥동),126.944058506049,37.549112429713
서울염리초등학교,4155,서울특별시 마포구 토정로37길 37,/ 서울염리초등학교 (염리동),126.946247603396,37.5425709323083
서울연희초등학교,3723,서울특별시 서대문구 연희로 136,(연희동/ 서울연희초등학교),126.934142303217,37.5690459271047
서울연천초등학교,3348,서울특별시 은평구 연서로34길 22,/ 연천초등학교 (불광동),126.929917884841,37.6213492886599
서울연은초등학교,3476,서울특별시 은평구 백련산로2길 35,/ 서울연은초등학교 (응암동),126.925112608529,37.5905122161631
서울연신초등학교,3338,서울특별시 은평구 연서로 347,(불광동),126.927751281025,37.6260599638981
서울연광초등학교,3342,서울특별시 은평구 연서로35길 37,/ 서울연광초등학교 (불광동),126.923909005211,37.6236487604699
서울연가초등학교,3670,서울특별시 서대문구 증가로12가길 49-50,/ 연가초등학교 (남가좌동),126.917329192961,37.5795632014616
서울역촌초등학교,3420,서울특별시 은평구 은평로3길 25,/ 서울역촌초등학교 (역촌동/서울역촌초등학교),126.913928033442,37.6015841686977
서울안산초등학교,3731,서울특별시 서대문구 통일로 321,(홍제동),126.952209733658,37.5791690097819
서울아현초등학교,4117,서울특별시 마포구 굴레방로 6,(아현동),126.956596106511,37.5558159936174
서울신석초등학교,4090,서울특별시 마포구 대흥로 33,/ 서울신석초등학교 (신수동),126.937779457981,37.5445357278463
서울신사초등학교,3442,서울특별시 은평구 가좌로 275-2,/ 서울신사초등학교 (신사동),126.911983196588,37.5928348327068
서울신북초등학교,3941,서울특별시 마포구 월드컵북로38길 26,/ 서울신북초등학교 (중동),126.904868991641,37.5715459609872
서울신도초등학교,3310,서울특별시 은평구 진관1로 77-23,/ 서울신도초등학교 (진관동),126.929198935551,37.6329384289784
서울수색초등학교,3489,서울특별시 은평구 수색로16길 21,(수색동),126.896012135221,37.5851721490482
서울소의초등학교,4202,서울특별시 마포구 마포대로24길 42,(아현동/소의초등학교),126.960655552156,37.552781864533
서울성원초등학교,3939,서울특별시 마포구 월드컵로36길 34,(성산동),126.905013630897,37.5669324413569
서울성서초등학교,3968,서울특별시 마포구 성미산로7길 24,(성산동),126.910759005302,37.5610150373718
서울성산초등학교,4023,서울특별시 마포구 양화로3길 94,/ 서울성산초등학교 (합정동),126.910669687285,37.5534453328883
서울서신초등학교,3444,서울특별시 은평구 은평터널로 150,(신사동),126.907382316218,37.5922940508202
서울서교초등학교,4054,서울특별시 마포구 와우산로23길 20-27,(서교동),126.924382439365,37.554881730967
서울서강초등학교,4067,서울특별시 마포구 독막로 113,(상수동/서강초등학교),126.927430860042,37.5481050750929
서울상지초등학교,3905,서울특별시 마포구 월드컵로42길 30,/ 서울상지초등학교 (상암동),126.882073551893,37.5797510164641
서울상암초등학교,3912,서울특별시 마포구 월드컵북로 353,(상암동/상암초등학교),126.891959952963,37.5763095825917
서울상신초등학교,3439,서울특별시 은평구 가좌로 361,(신사동),126.904604886275,37.5975537179419
서울불광초등학교,3358,서울특별시 은평구 불광로 51,/ 서울불광초등학교 (불광동),126.930718712253,37.6134294463781
서울북한산초등학교,3307,서울특별시 은평구 대서문길 42-3,/ 서울북한산초등학교 (진관동),126.950462446061,37.6536320835839
서울북성초등학교,3769,서울특별시 서대문구 북아현로1나길 22,(북아현동/ 북성초등학교),126.951834913817,37.55963212308
서울북가좌초등학교,3714,서울특별시 서대문구 거북골로19길 20,(북가좌동/ 서울북가좌초등학교),126.907778193085,37.5772202096676
서울미동초등학교,3740,서울특별시 서대문구 충정로 52,(미근동/ 서울미동초등학교),126.965886060285,37.5633505669619
서울망원초등학교,3955,서울특별시 마포구 방울내로5길 28,(망원동/ 망원초등학교),126.901117241,37.5610439363669
서울마포초등학교,4171,서울특별시 마포구 도화2길 64,/ 서울 마포초등학교 (도화동),126.949973786127,37.5386376331175
서울동교초등학교,3959,서울특별시 마포구 월드컵로25길 86,/ 동교초등학교 (망원동),126.902078300574,37.5583376929114
서울대조초등학교,3388,서울특별시 은평구 연서로18길 17,(대조동),126.919302166743,37.613579143925
서울대은초등학교,3391,서울특별시 은평구 통일로69길 12-15,/ 서울대은초등학교 (대조동),126.925869811138,37.6123671176016
서울대신초등학교,3767,서울특별시 서대문구 이화여대2길 27,(대현동/ 서울대신초등학교),126.948057240166,37.5579475491997
서울녹번초등학교,3380,서울특별시 은평구 녹번로1길 1,(녹번동/ 서울녹번초등학교),126.925746281804,37.6045833930687
서울금화초등학교,3735,서울특별시 서대문구 통일로 165,(천연동/서울금화초등학교),126.962941434617,37.5688275546965
서울구현초등학교,3428,서울특별시 은평구 갈현로15길 51,(구산동/구현초등학교),126.905707319658,37.6097895968758
서울구산초등학교,3426,서울특별시 은평구 서오릉로15길 16,(구산동/ 구산초등학교),126.909376492632,37.6127509583582
서울공덕초등학교,4214,서울특별시 마포구 만리재옛길 13,(공덕동/ 공덕초등학교),126.954823056539,37.5458033455121
서울고은초등학교,3645,서울특별시 서대문구 모래내로 441,(홍제동/ 서울고은초등학교),126.943974937789,37.585001844196
서울갈현초등학교,3331,서울특별시 은평구 연서로29길 31,/ 갈현초등학교 (갈현동),126.916683441356,37.6197796356231
명지초등학교,3656,서울특별시 서대문구 명지2길 32-20,(홍은동),126.928231470941,37.5836299393884
경기초등학교,3746,서울특별시 서대문구 경기대로9길 10,(충정로2가/경기초등학교),126.962860648912,37.5651102907996
서울양원숲초등학교,2057,서울특별시 중랑구 양원역로 95,(망우동/ 서울양원숲초등학교),127.105433722535,37.6090497375586
서울새솔초등학교,2055,서울특별시 중랑구 신내역로1길 164,(신내동/서울새솔초등학교),127.111328411856,37.6179523956105
서울삼육초등학교,2458,서울특별시 동대문구 회기로10길 63,/ 서울삼육초등학교 (회기동),127.0482485373,37.5896941349867
은석초등학교,2520,서울특별시 동대문구 장안벚꽃로 205,(장안동/ 은석초등학교),127.076003088926,37.5784502701654
서울휘봉초등학교,2511,서울특별시 동대문구 장안벚꽃로 309,(휘경동/서울휘봉초등학교),127.070041638322,37.5856764110055
서울휘경초등학교,2495,서울특별시 동대문구 망우로6길 48,(휘경동/ 서울휘경초등학교),127.057916891964,37.5856754144498
서울홍파초등학교,2479,서울특별시 동대문구 고산자로 518,(제기동),127.039414975087,37.586120384461
서울홍릉초등학교,2457,서울특별시 동대문구 회기로 90,(청량리동),127.047705124334,37.5906875196186
서울청량초등학교,2452,서울특별시 동대문구 회기로25길 31,(회기동/서울청량초등학교),127.055908478798,37.5923093987643
서울중흥초등학교,2089,서울특별시 중랑구 봉화산로 82,/ 서울중흥초등학교 (중화동),127.083849146888,37.6014097153165
서울중화초등학교,2085,서울특별시 중랑구 신내로7가길 22,/ 서울중화초등학교 (신내동),127.094064994908,37.6029216253955
서울중목초등학교,2130,서울특별시 중랑구 동일로 665,/ 서울중목초등학교 (면목동),127.079200700601,37.5900368304084
서울중랑초등학교,2132,서울특별시 중랑구 봉우재로6길 26,(면목동/중랑초등학교),127.075503730195,37.5896624582228
서울중곡초등학교,2245,서울특별시 중랑구 면목로23길 20,(면목동/중곡초등학교),127.083439043719,37.5748917275114
서울종암초등학교,2574,서울특별시 동대문구 무학로44길 25,(제기동),127.031856383108,37.5823074106355
서울전동초등학교,2508,서울특별시 동대문구 전농로16길 61,/ 서울전동초등학교 (전농동),127.060805297019,37.5790832853249
서울전농초등학교,2541,서울특별시 동대문구 사가정로 66,/ 서울전농초등학교 (전농동),127.054333139122,37.574730314638
서울전곡초등학교,2505,서울특별시 동대문구 전농로 172,(전농동),127.056012445216,37.5807042921469
서울장평초등학교,2523,서울특별시 동대문구 답십리로,", 69길 27 (전농동)",127.058958260045,37.5728706947252
서울이문초등학교,2411,서울특별시 동대문구 신이문로 16,(이문동/ 서울이문초등학교),127.064885003959,37.6018964867149
서울원묵초등학교,2022,서울특별시 중랑구 숙선옹주로 109,/ 서울원묵초등학교 (묵동),127.08681415088,37.6177488108138
서울용두초등학교,2583,서울특별시 동대문구 천호대로13길 43,(용두동),127.0283819823,37.5764049847235
서울안평초등학교,2641,서울특별시 동대문구 장한로14길 61,/ 서울안평초등학교 (장안동),127.072033422513,37.565968213548
서울신현초등학교,2075,서울특별시 중랑구 봉화산로 188,(신내동),127.093521755522,37.6058145949305
서울신묵초등학교,2011,서울특별시 중랑구 동일로149길 46,(묵동/신묵초등학교),127.075835832737,37.6065228487307
서울신답초등학교,2592,서울특별시 동대문구 천호대로 177,(답십리동/서울신답초등학교),127.042961687519,37.5727046089059
서울신내초등학교,2071,서울특별시 중랑구 용마산로125나길 22,(신내동/신내초등학교),127.100128462105,37.6049342235675
서울상봉초등학교,2096,서울특별시 중랑구 동일로126가길 11,/ 서울상봉초등학교 (상봉동),127.083171419175,37.5979789522459
서울봉화초등학교,2027,서울특별시 중랑구 신내로15길 110,(신내동/봉화초등학교),127.092408488473,37.6135762310839
서울배봉초등학교,2509,서울특별시 동대문구 사가정로 193,/ 배봉초등학교 (전농동),127.066871936075,37.58008416213
서울묵현초등학교,2008,서울특별시 중랑구 동일로157길 75,/ 묵현초등학교,127.073928695922,37.609044756978
서울묵동초등학교,2050,서울특별시 중랑구 동일로138길 27,/ 서울묵동초등학교 (중화동),127.080827217486,37.603359494137
서울면중초등학교,2193,서울특별시 중랑구 용마산로70길 43,", 서울면중초등학교 (면목동)",127.096550877754,37.5824417903374
서울면일초등학교,2184,서울특별시 중랑구 용마산로100길 13,/ 면일초등학교 (망우동),127.099794712349,37.5920415995378
서울면북초등학교,2180,서울특별시 중랑구 용마공원로5길 32,/ 서울면북초등학교 (망우동),127.103547800182,37.5944181555082
서울면목초등학교,2160,서울특별시 중랑구 면목로 434,(면목동),127.087287822911,37.5906965996805
서울면동초등학교,2220,서울특별시 중랑구 면목로57길 32,(면목동/ 면동초등학교),127.085961098757,37.5852407128388
서울면남초등학교,2251,서울특별시 중랑구 면목로30나길 38,(면목동/면남초등학교),127.087666433029,37.5772597202711
서울망우초등학교,2179,서울특별시 중랑구 망우로72길 49,/ 서울망우초등학교 (망우동),127.103841751495,37.5987369776708
서울동원초등학교,2061,서울특별시 중랑구 송림길 114,/ 서울동원초등학교 (망우동),127.104292115551,37.604668339535
서울동답초등학교,2609,서울특별시 동대문구 답십리로60길 12,(답십리동/서울동답초등학교),127.06403409435,37.5715014215127
서울답십리초등학교,2601,서울특별시 동대문구 전농로3길 23,/ 서울답십리초등학교 (답십리동),127.055427038114,37.5688043221289
서울군자초등학교,2632,서울특별시 동대문구 한천로6길 21,/ 서울군자초등학교 (장안동),127.060523298508,37.5641223174494
금성초등학교,2028,서울특별시 중랑구 신내로21길 55,/ 금성초등학교 (신내동),127.089858462734,37.6153151256555
경희초등학교,2447,서울특별시 동대문구 경희대로 26,/ 경희초등학교 (회기동/ 경희대학교),127.054890960564,37.5939491407769
