학교명,도로명우편번호,도로명주소,도로명상세주소,좌표X,좌표Y
서울염동초등학교,7542,서울특별시 강서구 양천로73길 17,(염창동/염동초등학교),126.872350948978,37.5520954793159
서울염경초등학교,7535,서울특별시 강서구 양천로69길 49,(염창동/서울염경초등학교),126.871204647976,37.5550006717487
서울양화초등학교,7971,서울특별시 양천구 목동중앙북로16길 57,(목동/서울양화초등학교),126.873986042971,37.5436692981533
서울양천초등학교,7523,서울특별시 강서구 양천로 329,(가양동/양천초등학교),126.839539660332,37.5701881708645
서울양원초등학교,7909,서울특별시 양천구 화곡로 16,(신월동/서울양원초등학교),126.823105224215,37.538217327926
서울양목초등학교,8021,서울특별시 양천구 목동로11길 30,(신정동/ 서울양목초등학교),126.861669190913,37.5238792766238
서울양명초등학교,8091,서울특별시 양천구 중앙로 204,(신정동/양명초등학교),126.856634868655,37.516374951495
서울양동초등학교,7942,서울특별시 양천구 오목로23길 24,(신정동),126.851240194989,37.5258482641162
서울양강초등학교,7935,서울특별시 양천구 오목로 101,(신월동/ 서울양강초등학교),126.847375305566,37.5241103465762
서울신정초등학교,7746,서울특별시 강서구 곰달래로31가길 27,(화곡동),126.852357856852,37.5320717086296
서울신월초등학교,7716,서울특별시 강서구 강서로31길 48,(화곡동/신월초등학교),126.839455478388,37.5403655143855
서울신원초등학교,7915,서울특별시 양천구 남부순환로58길 32,(신월동/서울신원초등학교),126.829865622881,37.5295155831457
서울신서초등학교,8089,서울특별시 양천구 목동서로10길 35,(신정동 312-1번지),126.862325015812,37.5205352530134
서울신목초등학교,8017,서울특별시 양천구 신목로5길 11-6,(신정동/서울신목초등학교),126.872640811853,37.5166109770006
서울신남초등학교,8065,서울특별시 양천구 남부순환로83길,/ 44 (신월동),126.843152158167,37.5164578282463
서울신기초등학교,8106,서울특별시 양천구 신정로 292,(신정동/서울신기초등학교),126.854212986887,37.5113123131977
서울신곡초등학교,7731,서울특별시 강서구 등촌로13자길 42-14,(화곡동/신곡초등학교),126.856009569323,37.539095457491
서울신강초등학교,7931,서울특별시 양천구 중앙로55길 72,/ 서울신강초등학교 (신월동/서울신강초등학교),126.842263907731,37.5258441852217
서울수명초등학교,7643,서울특별시 강서구 수명로1길 84,(내발산동),126.823879421286,37.5527726671834
서울송화초등학교,7598,서울특별시 강서구 방화대로34길 2,(방화동/송화초등학교),126.818032939459,37.5681504658023
서울송정초등학교,7619,서울특별시 강서구 공항대로3길 18,(공항동),126.810281254376,37.5622308905044
서울서정초등학교,8002,서울특별시 양천구 목동로8길 19,(목동/서울서정초등학교),126.867236182114,37.523450121384
서울삼정초등학교,7508,서울특별시 강서구 금낭화로 222,/ 서울삼정초등학교 (방화동),126.810493686239,37.5805084341875
서울백석초등학교,7564,서울특별시 강서구 공항대로 491,(등촌동/백석초등학교),126.862425846537,37.5536476529209
서울방화초등학교,7611,서울특별시 강서구 양천로6길 92,(방화동),126.807498167739,37.5687040876215
서울발산초등학교,7640,서울특별시 강서구 강서로45길 113,(내발산동/발산초등학교),126.830994377549,37.5502624356308
서울목원초등학교,7978,서울특별시 양천구 목동중앙로 204,(목동/목원초등학교),126.882445908007,37.5429349691333
서울목운초등학교,7996,서울특별시 양천구 목동동로 235,/ 서울목운초등학교 (목동),126.873044206364,37.527009517428
서울목동초등학교,8010,서울특별시 양천구 목동동로12길 12,(신정동/서울목동초등학교),126.872119522597,37.5228087705411
서울등현초등학교,7578,서울특별시 강서구 화곡로65길 124,(등촌동/등현초등학교),126.847598419984,37.5614511765549
서울등촌초등학교,7669,서울특별시 강서구 등촌로39길 71,(등촌동/등촌초등학교),126.857942163854,37.5476142187642
서울등원초등학교,7577,서울특별시 강서구 화곡로65길 90,/ 서울등원초등학교 (등촌동),126.850068963394,37.5598135358227
서울등양초등학교,7580,서울특별시 강서구 강서로56나길 140,/ 등양초등학교 (등촌동/등양초등학교),126.844760249704,37.5649470358937
서울등서초등학교,7656,서울특별시 강서구 화곡로58길 86,(화곡동/등서초등학교),126.855038093326,37.5518843920056
서울등명초등학교,7585,서울특별시 강서구 강서로56나길 34,(등촌동/등명초등학교),126.842382226829,37.560894450375
서울등마초등학교,7672,서울특별시 강서구 등촌로35길 12,(등촌동/서울등마초등학교),126.861667207498,37.5420437126904
서울내발산초등학교,7693,서울특별시 강서구 강서로46길 23,(내발산동/내발산초등학교),126.838164214765,37.5508825455676
서울남명초등학교,8077,서울특별시 양천구 중앙로23길 3,(신정동/서울남명초등학교),126.854099844566,37.5156885267235
서울공항초등학교,7798,서울특별시 강서구 마곡서1로 68,(마곡동),126.821316918027,37.563110720995
서울공진초등학교,7810,서울특별시 강서구 마곡서로 33,/ 서울공진초등학교 (마곡동 749-2),126.822806144479,37.5578308778281
서울계남초등학교,8099,서울특별시 양천구 목동동로2길 54,/ 서울계남초등학교 (신정동/서울계남초등학교),126.86001590922,37.5101677598408
서울경인초등학교,7985,서울특별시 양천구 안양천로 1009,(목동/서울경인초등학교),126.885695675904,37.5328710177851
서울개화초등학교,7507,서울특별시 강서구 양천로 11,(방화동/개화초등학교),126.804694204855,37.5739262377478
서울강월초등학교,8042,서울특별시 양천구 신월로 97,(신월동/서울강월초등학교),126.833431935892,37.516341716111
서울강신초등학교,7901,서울특별시 양천구 월정로 280,/ 서울강신초등학교 (신월동/서울강신초등학교),126.829583681761,37.5420997085334
서울강서초등학교,7930,서울특별시 양천구 오목로 31,(신월동/ 서울강서초등학교),126.840987861073,37.5224127216539
서울갈산초등학교,8100,서울특별시 양천구 목동로 31,/ 서울갈산초등학교 (신정동),126.870229875385,37.5123715649068
서울가양초등학교,7533,서울 강서구 허준로 186,/ (가양동/가양초등학교),126.858521557616,37.5622171927841
서울가곡초등학교,7633,서울특별시 강서구 공항대로36길 74,(내발산동/가곡초등학교),126.836103074522,37.5557076050115
서울대학교사범대학부설초등학교,3087,서울특별시 종로구 대학로 64,(동숭동/서울사대부설초등학교),127.004295521787,37.5775997032467
운현초등학교,3131,서울특별시 종로구 삼일대로 460,(운니동/운현초등학교),126.988198556535,37.5766672930696
신광초등학교,4313,서울특별시 용산구 청파로 263,/ 신광초등학교 청파동 3가 100 (청파동3가),126.969447523164,37.5428998795519
숭의초등학교,4628,서울특별시 중구 소파로2길 10,/ 숭의초등학교 (예장동),126.987481605528,37.5578530747432
서울흥인초등학교,4586,서울특별시 중구 청구로6길 11,(신당동/흥인초등학교),127.014555488211,37.560870009971
서울후암초등학교,4328,서울특별시 용산구 두텁바위로 140,/ 서울후암초등학교 (후암동),126.981724291635,37.5513654103686
서울효제초등학교,3126,서울특별시 종로구 대학로 12,/ 서울효제초등학교 (효제동),127.003515410111,37.5727179599562
서울혜화초등학교,3067,서울특별시 종로구 혜화로 32,/ 서울혜화초등학교 (혜화동),126.999927989279,37.5891727709231
서울한남초등학교,4418,서울특별시 용산구 한남대로 112,/ 서울한남초등학교 (한남동),127.005599847436,37.5392036532348
서울한강초등학교,4388,서울특별시 용산구 한강대로14길 9,/ 서울한강초등학교 (한강로3가),126.965099429477,37.5252261730909
서울충무초등학교,4618,서울 중구 퇴계로50길 13,(장충동2가/충무초등학교),127.001235055009,37.5619494839149
서울청파초등학교,4306,서울특별시 용산구 효창원로 228,/ 서울청파초등학교 (청파동2가),126.963543924367,37.5473049014312
서울청운초등학교,3032,서울특별시 종로구 자하문로 105,/ 청운초등학교 (청운동),126.969294698603,37.585805731799
서울청구초등학교,4589,서울특별시 중구 다산로 170,(신당동/청구초등학교),127.013724413955,37.5591166793514
서울창신초등학교,3103,서울특별시 종로구 지봉로 73,/ 서울창신초등학교 (창신동),127.014293687874,37.5762114748296
서울재동초등학교,3056,서울특별시 종로구 북촌로4길 7,/ 서울재동초등학교 (가회동),126.9855017071,37.5799415657652
서울장충초등학교,4609,서울특별시 중구 청구로17길 40,/ 서울장충초등학교 (신당동),127.01170475684,37.559971222213
서울이태원초등학교,4345,서울특별시 용산구 녹사평대로40길 19,(이태원동/이태원초등학교),126.987672660332,37.5364777066784
서울원효초등학교,4357,서울특별시 용산구 효창원로13길 38,/ 서울원효초등학교 (산천동/원효초등학교),126.951545316146,37.5361612583146
서울용암초등학교,4341,서울특별시 용산구 녹사평대로60길 39,(용산동2가/ 용암초등학교),126.989434775031,37.5453029008824
서울용산초등학교,4375,서울 용산구 한강대로57길 33,(한강로2가/용산초등학교),126.972550624529,37.535613442977
서울신용산초등학교,4423,서울특별시 용산구 이촌로 255,/ 301-75번지 (이촌동),126.975366260146,37.5206295929735
서울신당초등학교,4579,서울특별시 중구 난계로 141,(신당동),127.023673134876,37.5636262141245
서울세검정초등학교,3014,서울특별시 종로구 세검정로9길 1,(신영동/서울세검정초등학교),126.961073121539,37.6034986015128
서울서빙고초등학교,4384,서울특별시 용산구 서빙고로51길 14,/ 서울서빙고초등학교 (서빙고동),126.992300401397,37.5220689203394
서울삼광초등학교,4335,서울특별시 용산구 두텁바위로1나길 19,/ 서울삼광초등학교 (후암동),126.976594308147,37.5477523117279
서울봉래초등학교,4501,서울특별시 중구 손기정로 73,(만리동2가),126.965250577981,37.5564123449189
서울보광초등학교,4407,서울특별시 용산구 우사단로 20,(이태원동/보광초등학교),126.996391100579,37.5325404707342
서울명신초등학교,3093,서울특별시 종로구 낙산길 250,(창신동),127.013724533725,37.5813606333694
서울매동초등학교,3027,서울특별시 종로구 사직로9길 19,/ 서울매동초등학교 (필운동),126.966716978826,37.5775391376934
서울독립문초등학교,3025,서울특별시 종로구 통일로12길 23,(무악동),126.960148752178,37.5740826001873
서울덕수초등학교,4519,서울특별시 중구 덕수궁길 140,/ 서울덕수초등학교 (정동),126.974657902016,37.5690888764456
서울남정초등학교,4368,서울특별시 용산구 원효로64길 17-10,/ 서울남정초등학교 (원효로2가),126.964803669293,37.5356738275449
서울남산초등학교,4629,서울특별시 중구 퇴계로22길 17,/ 서울남산초등학교 (남산동2가),126.986776737543,37.5597837446411
서울금양초등학교,4318,서울특별시 용산구 효창원로 137,/ 서울금양초등학교 (효창동),126.961831873199,37.5409423141075
서울교동초등학교,3132,서울특별시 종로구 삼일대로 446,(경운동),126.988075995471,37.5749936834295
서울광희초등학교,4569,서울특별시 중구 다산로 269,(신당동/광희초등학교),127.015687859678,37.5672992845452
상명대학교사범대학부속초등학교,3015,서울특별시 종로구 홍지문2길 1,(홍지동/ 상명초등학교),126.956425519955,37.6007485057551
리라초등학교,4628,서울특별시 중구 소파로2길 7,(예장동),126.987980721445,37.5578196996083
동산초등학교,4592,서울특별시 중구 매봉18길 109,/ 동산초등학교 (신당동),127.016725380867,37.5562046295135
화랑초등학교,1797,서울특별시 노원구 화랑로 621,(공릉동/화랑초등학교),127.091621159803,37.6273815936787
한신초등학교,1438,서울특별시 도봉구 노해로49길 69,(쌍문동/한신초등학교),127.032427255133,37.6533558400471
태강삼육초등학교,1795,서울특별시 노원구 화랑로 815,/ 태강삼육초등학교 (공릉동),127.108850343184,37.643357369067
청원초등학교,1672,서울특별시 노원구 한글비석로 506,/ (상계동/청원초/중/고등학교) (상계동),127.062532889006,37.6652515464657
서울한천초등학교,1911,서울특별시 노원구 마들로 45,/ 서울한천초등학교 (월계동),127.069258063469,37.6207501680548
서울태릉초등학교,1823,서울특별시 노원구 노원로1길 36,/ 서울태릉초등학교 (공릉동),127.08478195175,37.622879790197
서울태랑초등학교,1801,서울특별시 노원구 화랑로51나길 31,/ 서울태랑초등학교 (공릉동),127.090915053347,37.6262508612825
서울초당초등학교,1364,서울특별시 도봉구 해등로32길 11,(방학동),127.021956174977,37.6586278284753
서울청계초등학교,1781,서울특별시 노원구 공릉로 431,/ 서울청계초등학교 (중계동),127.065817490235,37.6449803620092
서울창일초등학교,1424,서울특별시 도봉구 노해로66길 84,/ 창일초등학교 (창동),127.047626299257,37.647657641563
서울창원초등학교,1427,서울특별시 도봉구 해등로 103,(창동/서울창원초등학교),127.039979883482,37.6526440884387
서울창림초등학교,1486,서울특별시 도봉구 덕릉로63길 46,(창동),127.041604074164,37.6432370796248
서울창동초등학교,1400,서울특별시 도봉구 해등로16길 81,(창동),127.044832890478,37.6553630407375
서울창도초등학교,1338,서울특별시 도봉구 방학로 32-28,(방학동/ 서울창도초등학교),127.048784033819,37.6641348713315
서울창경초등학교,1432,서울특별시 도봉구 도봉로129길 54,(쌍문동/창경초등학교),127.034602499962,37.6566021823161
서울중현초등학교,1862,서울특별시 노원구 섬밭로 181,/ 서울중현초등학교 (하계동/중현초등학교),127.066056635951,37.632255170053
서울중평초등학교,1776,서울특별시 노원구 섬밭로 241,/ 서울중평초등학교 (하계동),127.063731552615,37.6372508810163
서울중원초등학교,1777,서울특별시 노원구 섬밭로 316,(중계동),127.063052005752,37.6439662833968
서울중계초등학교,1699,서울특별시 노원구 한글비석로19길 39,/ 서울중계초등학교 (중계동),127.073348327013,37.6578622263163
서울자운초등학교,1411,서울특별시 도봉구 마들로13길 166,/ 서울자운초등학교 (창동),127.047017564524,37.6580556761129
서울을지초등학교,1741,서울특별시 노원구 중계로 239,(중계동),127.073350350295,37.6505874233691
서울월천초등학교,1420,서울특별시 도봉구 노해로70길 96,(창동/서울월천초등학교),127.051425751311,37.6479137277855
서울월계초등학교,1882,서울특별시 노원구 월계로45가길 10,(월계동/월계초등학교),127.050869480548,37.6279505755622
서울원광초등학교,1713,서울특별시 노원구 덕릉로76길 18,(중계동/원광초등학교),127.075304285056,37.654290852548
서울용원초등학교,1851,서울특별시 노원구 섬밭로 144,/ 용원초등학교 (공릉동/ 서울용원초등학교),127.068936691961,37.6299301501593
서울용동초등학교,1789,서울특별시 노원구 한글비석로1길 81-11,(중계동/용동초등학교),127.069114774673,37.6410575739212
서울온곡초등학교,1671,서울특별시 노원구 한글비석로52길 59,(상계동/온곡초등학교),127.065597387199,37.6673295252885
서울오봉초등학교,1310,서울특별시 도봉구 시루봉로 285,/ 서울오봉초등학교 (도봉동),127.040258979982,37.6717184874026
서울연촌초등학교,1810,서울특별시 노원구 공릉로58길 36,/ 서울연촌초등학교 (하계동),127.072522941451,37.6344239191317
서울연지초등학교,1864,서울특별시 노원구 월계로55길 48,(월계동),127.059550025404,37.6331961990879
서울쌍문초등학교,1378,서울특별시 도봉구 우이천로 360,/ 서울쌍문초등학교 (쌍문동/쌍문초등학교),127.024291051625,37.6483638272869
서울신화초등학교,1482,서울특별시 도봉구 우이천로 120,/ 신화초등학교 (창동),127.04088417427,37.6331950434853
서울신학초등학교,1362,서울특별시 도봉구 방학로 247-21,(방학동),127.025721318601,37.6612204531084
서울신창초등학교,1480,서울특별시 도봉구 덕릉로60길 93,/ 신창초등학교 (창동),127.042084340998,37.6365395299158
서울신상계초등학교,1639,서울특별시 노원구 상계로 267,/ 신상계초등학교 (상계동),127.075828032383,37.6675183641329
서울신방학초등학교,1316,서울특별시 도봉구 시루봉로 173,/ 서울신방학초등학교 (방학동),127.028918089521,37.6666842526367
서울신계초등학교,1877,서울특별시 노원구 초안산로 29,(월계동/신계초등학교),127.052871958868,37.6299890777455
서울숭미초등학교,1380,서울특별시 도봉구 노해로 179,(쌍문동/숭미초등학교),127.027944278021,37.6510234416817
서울수암초등학교,1725,서울특별시 노원구 중계로12길 9,(중계동/수암초등학교),127.081465589212,37.647684897261
서울수락초등학교,1602,서울특별시 노원구 동일로 1745,(상계동/서울수락초등학교),127.055187311236,37.684506075345
서울선곡초등학교,1899,서울특별시 노원구 광운로2길 1,/ 서울선곡초등학교 (월계동),127.057730270535,37.618602019203
서울상천초등학교,1765,서울특별시 노원구 덕릉로 443,/ 서울상천초등학교 (상계동),127.057447991502,37.6461060086385
서울상월초등학교,1687,서울특별시 노원구 동일로221길 27,(상계동),127.057369284524,37.658683945506
서울상원초등학교,1672,서울특별시 노원구 한글비석로54길 119,(상계동),127.059630713208,37.6676655147961
서울상수초등학교,1755,서울특별시 노원구 동일로216길 66,/ 서울상수초등학교 (상계동),127.064586804676,37.6510888982527
서울상곡초등학교,1677,서울특별시 노원구 노원로38길 34,/ 서울상곡초등학교 (상계동),127.062234187186,37.6628823049142
서울상계초등학교,1685,서울특별시 노원구 상계로9길 39,/ 서울상계초등학교 (상계동),127.066336425835,37.6588438529621
서울상경초등학교,1618,서울특별시 노원구 수락산로 237,(상계동/상경초등학교),127.051773754079,37.6704594706621
서울불암초등학교,1721,서울특별시 노원구 중계로 178,/ 서울불암초등학교 (중계동),127.080650989428,37.6511506377134
서울백운초등학교,1368,서울특별시 도봉구 삼양로146길 17,(쌍문동),127.013672482387,37.6526415114592
서울방학초등학교,1357,서울특별시 도봉구 도당로9길 34,/ 방학초등학교 (방학동),127.032747955457,37.6639337284245
서울동일초등학교,1619,서울특별시 노원구 한글비석로 566,/ 동일초등학교 (상계동),127.054322233957,37.6648178269709
서울도봉초등학교,1313,서울특별시 도봉구 도봉로173길 96,(도봉동),127.038288664028,37.679961751365
서울덕암초등학교,1645,서울특별시 노원구 덕릉로112길 68,/ 서울덕암초등학교 (상계동),127.081715132961,37.6666337243041
서울당현초등학교,1764,서울특별시 노원구 동일로213길 52,/ 서울당현초등학교 (상계동),127.058252457257,37.6482303134222
서울누원초등학교,1318,서울특별시 도봉구 마들로 859-44,(도봉동),127.04926716395,37.6872327127492
서울녹천초등학교,1907,서울특별시 노원구 마들로3길 34,/ 서울녹천초등학교 (월계동),127.063134105063,37.6285101097035
서울노일초등학교,1613,서울특별시 노원구 동일로 1625,(상계동/노일초등학교),127.05513756871,37.6735135287049
서울노원초등학교,1629,서울특별시 노원구 동일로230나길 32,(상계동/ 노원초등학교),127.058460101574,37.6735901336984
서울공연초등학교,1841,서울특별시 노원구 동일로192가길 16,(공릉동/서울공연초등학교),127.074030837547,37.62719482311
서울공릉초등학교,1861,서울특별시 노원구 동일로173길 12,(공릉동/서울공릉초등학교),127.074614270574,37.6186120126537
서울계상초등학교,1680,서울특별시 노원구 한글비석로41가길 24,(상계동),127.068880275281,37.6624464105885
서울가인초등학교,1397,서울특별시 도봉구 도봉로136다길 4,(창동/가인초등학교),127.042950889775,37.6594678039701
상명초등학교,1758,서울특별시 노원구 덕릉로 541,/ 상명초등학교 (중계동),127.066984539254,37.648727616308
동북초등학교,1375,서울특별시 도봉구 시루봉로 53,/ 동북초등학교 (쌍문동),127.026703057445,37.6562750160952
서울항동초등학교,8368,서울특별시 구로구 연동로 178,(항동),126.824189454348,37.4770921430884
서울하늘숲초등학교,8350,서울특별시 구로구 오리로 1106,", 서울하늘숲초등학교 (천왕동)",126.841481997252,37.4841594284099
서울금나래초등학교,8611,서울특별시 금천구 시흥대로79길 37,(시흥동),126.896205569649,37.4582299981347
서울천이초등학교,8350,서울특별시 구로구 오류로 30,/ 서울천이초등학교 (오류동),126.83999205713,37.4863679517074
서울천왕초등학교,8364,서울특별시 구로구 천왕로1길 11,(천왕동),126.836947364315,37.481412481777
서울탑동초등학교,8575,서울특별시 금천구 탑골로 47-3,(시흥동/ 탑동초등학교),126.914525435709,37.4523226721912
서울정심초등학교,8556,서울특별시 금천구 독산로78다길 89,/ 정심초등학교 (독산동),126.908186532287,37.4719826762833
서울윤중초등학교,7322,서울특별시 영등포구 여의나루로2길 14,(여의도동),126.92259080096,37.5196416407122
서울우신초등학교,7347,서울특별시 영등포구 신길로 190,(신길동/우신초등학교),126.911863664868,37.5098647213535
서울온수초등학교,8260,서울특별시 구로구 부일로 893,(온수동),126.826661571624,37.4935106167356
서울오정초등학교,8359,서울특별시 구로구 경인로2길 10,/ 서울오정초등학교 (오류동),126.82641766297,37.4901372514516
서울오류초등학교,8268,서울특별시 구로구 경인로19길 39,/ 서울오류초등학교 (오류동),126.842037699221,37.4975370576845
서울오류남초등학교,8342,서울특별시 구로구 서해안로24길 22,(오류동/ 오류남초등학교),126.839098527316,37.4897166823284
서울영중초등학교,7245,서울특별시 영등포구 양산로 185,/ 서울영중초등학교 (영등포동7가),126.903695688306,37.5241432995791
서울영일초등학교,8321,서울특별시 구로구 남부순환로105길 218,/ 서울영일초등학교 (가리봉동),126.883911257917,37.4856100736284
서울영원초등학교,7365,서울특별시 영등포구 도영로 22길 31,(도림동),126.902182504089,37.5107193620837
서울영신초등학교,7350,서울특별시 영등포구 도신로60길 23,(신길동),126.918122078214,37.5101719627186
서울영서초등학교,8370,서울특별시 구로구 도림로20길 57,/ 영서초등학교 (구로동),126.895027399291,37.4879630931966
서울영문초등학교,7281,서울특별시 영등포구 문래로 56,/ 서울영문초등학교 (문래동6가),126.887589090951,37.5198074103506
서울영림초등학교,7445,서울특별시 영등포구 시흥대로173길 14,/ 서울영림초등학교 (대림동),126.902516130281,37.4873460122893
서울영등포초등학교,7363,서울특별시 영등포구 경인로 756,(문래동1가),126.898260025571,37.5129480156762
서울영동초등학교,7229,서울특별시 영등포구 국회대로53길 20,/ (당산동/ 영동초등학교) (당산동),126.907703382657,37.5270069102324
서울영남초등학교,8551,서울특별시 금천구 문성로 62-15,(독산동),126.909922783649,37.4758806998687
서울여의도초등학교,7341,서울특별시 영등포구 여의대방로 439,/ 서울여의도초등학교 (여의도동),126.93679444014,37.5232048215986
서울안천초등학교,8597,서울특별시 금천구 한내로 69-16,/ 서울안천초등학교 (독산동),126.88839136672,37.4587578075219
서울신흥초등학교,8569,서울특별시 금천구 독산로36나길 21,(시흥동/ 신흥초등학교),126.909349183257,37.4592842732301
서울신영초등학교,7378,서울특별시 영등포구 도신로4길 32,(대림동/신영초등학교),126.896094817069,37.5010060169412
서울신미림초등학교,8211,서울특별시 구로구 신도림로 26,(신도림동/ 신미림초등학교),126.879584155104,37.5071588011358
서울신도림초등학교,8201,서울특별시 구로구 신도림로19길 44,/ 서울신도림초등학교 (신도림동),126.88315069881,37.5119963604915
서울신대림초등학교,7439,서울특별시 영등포구 대림로8길 25,(대림동),126.90607771762,37.4921487438027
서울신구로초등학교,8299,서울특별시 구로구 가마산로27길 69,(구로동/서울신구로초등학교),126.888857414498,37.4994208675251
서울시흥초등학교,8627,서울특별시 금천구 독산로23길 26,/ 서울시흥초등학교 (시흥동),126.904649154185,37.4553481963092
서울세곡초등학교,8245,서울특별시 구로구 고척로33길 34,(고척동/세곡초등학교),126.849126611988,37.5050604361168
서울선유초등학교,7210,서울특별시 영등포구 선유로43가길 14,(양평동3가/ 서울선유초등학교),126.892776819259,37.532879190933
서울백산초등학교,8650,서울특별시 금천구 시흥대로38길 78,(시흥동/ 백산초등학교),126.905064619222,37.4467672802822
서울미래초등학교,8288,서울특별시 구로구 새말로 73,/ 서울미래초등학교 (구로동),126.888080264013,37.5051066487493
서울문성초등학교,8540,서울특별시 금천구 시흥대로 460,/ 서울문성초등학교  (독산동),126.899471333222,37.4748818804257
서울문백초등학교,8634,서울특별시 금천구 시흥대로47길 43-1,(시흥동/ 문백초등학교),126.898688718403,37.4471198696556
서울문래초등학교,7295,서울특별시 영등포구 문래로 104,(문래동3가/ 문래초등학교),126.893605730635,37.5191403848287
서울문교초등학교,8561,서울특별시 금천구 독산로54길 102,/ 문교초등학교 (독산동),126.90892992546,37.4667696443557
서울매봉초등학교,8251,서울특별시 구로구 고척로21길 55,/ 서울매봉초등학교 (개봉동),126.844383110615,37.5049421974545
서울두산초등학교,8587,서울특별시 금천구 범안로11길 3,/ 서울두산초등학교 (독산동),126.890946472913,37.467546675265
서울동구로초등학교,8303,서울특별시 구로구 구로중앙로14길 43,/ 서울동구로초등학교 (구로동),126.893016334052,37.4944479994725
서울독산초등학교,8617,서울특별시 금천구 시흥대로104길 31,(독산동/독산초등학교),126.899712928109,37.4656561906645
서울도신초등학교,7409,서울특별시 영등포구 도림로53길 32-9,/ 서울도신초등학교 (대림동),126.900714062322,37.4992678949668
서울도림초등학교,7384,서울특별시 영등포구 가마산로65길 22,/ 서울도림초등학교 (신길동),126.907115425568,37.5086786949617
서울덕의초등학교,8241,서울특별시 구로구 고척로 213,(고척동/덕의초등학교),126.857353094103,37.5060004032334
서울대영초등학교,7397,서울특별시 영등포구 신길로23길 43,(신길동/대영초등학교),126.906524398043,37.5026541997676
서울대방초등학교,7391,서울특별시 영등포구 여의대방로35길 14,(신길동),126.919020182507,37.5029001208602
서울대동초등학교,7418,서울특별시 영등포구 대림로21길 6,/ 서울대동초등학교 (대림동),126.900450594121,37.4937093653318
서울대길초등학교,7434,서울특별시 영등포구 대방천로 206,/ 서울대길초등학교 (신길동),126.913035010017,37.4982314495379
서울당중초등학교,7271,서울특별시 영등포구 선유로 131,/ 서울당중초등학교 (양평동3가),126.889413529916,37.52628923031
서울당서초등학교,7213,서울특별시 영등포구 당산로 187,/ 서울당서초등학교 (당산동5가),126.89981419859,37.5320274377069
서울당산초등학교,7206,서울특별시 영등포구 선유로55길 32,/ 서울당산초등학교 (양평동4가),126.896241067017,37.5401191186811
서울금천초등학교,8571,서울특별시 금천구 탑골로5길 60,(시흥동),126.912886851466,37.4548043070511
서울금산초등학교,8651,서울특별시 금천구 시흥대로24길 57,"(시흥동, 서울금산초등학교)",126.907881604603,37.4414211782481
서울금동초등학교,8645,서울특별시 금천구 금하로30길 53,/ 서울금동초등학교 (시흥동),126.916396430625,37.4477657831877
서울구일초등학교,8324,서울특별시 구로구 구일로 68,(구로동/구일초등학교),126.873472709056,37.4931918730561
서울구로초등학교,8283,서울특별시 구로구 구로중앙로27나길 9,/ 구로동443 (구로동),126.886001814771,37.4972616788429
서울구로남초등학교,8375,서울특별시 구로구 디지털로27길 76,(구로동/구로남초등학교),126.890267788001,37.4847045985983
서울고척초등학교,8232,서울특별시 구로구 경서로 31,(고척동),126.8568624099,37.5009977911143
서울고원초등학교,8275,서울특별시 구로구 경인로46길 13,(고척동/ 서울고원초등학교),126.865771276704,37.4976454267483
서울고산초등학교,8223,서울특별시 구로구 중앙로 6,(고척동/ 고산초등학교),126.865350068539,37.4993252329505
서울개웅초등학교,8349,서울특별시 구로구 개봉로11길 98,(개봉동/개웅초등학교),126.849982268839,37.4885713176365
서울개봉초등학교,8333,서울특별시 구로구 개봉로16길 30-11,(개봉동),126.857972181036,37.4895280611996
서울개명초등학교,8355,서울특별시 구로구 개봉로1다길 16-9,(개봉동/개명초등학교),126.850940659082,37.483056382598
서울가산초등학교,8530,서울특별시 금천구 남부순환로 1304-11,/ 서울가산초등학교 (독산동),126.896184019972,37.4781477195501
동광초등학교,8656,서울특별시 금천구 탑골로10길 45,/ 동광초등학교 (시흥동),126.915824008297,37.4519206711218
서울어울초등학교,3370,서울특별시 은평구 통일로 650,/ 서울어울초등학교 (녹번동),126.935058620612,37.6065633137733
서울가재울초등학교,3711,서울특별시 서대문구 모래내로15길 61,(남가좌동),126.918388033648,37.5737644190198
서울은빛초등학교,3301,서울특별시 은평구 진관3로 73-17,(진관동),126.918730453447,37.6426828611882
서울하늘초등학교,3918,서울특별시 마포구 월드컵북로 502-14,/ 서울하늘초등학교 (상암동),126.880857196502,37.5858060895514
서울수리초등학교,3362,서울특별시 은평구 불광로14길 10-10,(불광동),126.934110930932,37.6203073698534
홍익대학교사범대학부속초등학교,3967,서울특별시 마포구 성미산로 51,(성산동),126.912928685692,37.559665162458
충암초등학교,3481,서울특별시 은평구 가좌로5길 5,(응암동),126.921809482886,37.5846402882465
추계초등학교,3762,서울특별시 서대문구 북아현로11가길 7,(북아현동/추계초등학교),126.954059321222,37.5631767195176
이화여자대학교사범대학부속초등학교,3765,서울특별시 서대문구 성산로 512-39,(대신동/이화여대부속초등학교),126.942775077877,37.5611502235257
예일초등학교,3412,서울특별시 은평구 연서로 117,/ 예일초등학교 (구산동),126.914792838283,37.6109458980893
선일초등학교,3322,서울특별시 은평구 갈현로29길 27,/ 선일초등학교 (갈현동),126.911993073275,37.6203042094228
서울홍제초등학교,3616,서울특별시 서대문구 홍은중앙로 13,/ 서울홍제초등학교 (홍은동),126.945336524574,37.5934809108736
